Category,Pizza Size,Crust/Item,Component Type,Component Name,Serving Size,Weight (g),Calories,Calories from Fat,Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Total Sugars (g),Protein (g)
Feast Pizzas - New York Style,XLarge,New York Style,Feast,MeatZZa,1/6 of pizza (1 slice),223,570,250,28,13,0.5,85,1500,46,3,3,32
Feast Pizzas - New York Style,Medium,New York Style,Feast,Pacific Veggie,1/3 of pizza (2 slices),263,540,210,23,13,0.5,60,1110,53,4,5,29
Feast Pizzas - New York Style,Large,New York Style,Feast,Pacific Veggie,1/6 of pizza (1 slice),176,350,140,15,8,0,40,740,34,3,3,19
Feast Pizzas - New York Style,XLarge,New York Style,Feast,Pacific Veggie,1/6 of pizza (1 slice),237,480,190,21,11,0,55,1000,48,4,4,26
Feast Pizzas - New York Style,Medium,New York Style,Feast,Pepperoni Feast,1/3 of pizza (2 slices),210,560,240,27,13,0,70,1270,50,3,3,31
Feast Pizzas - New York Style,Large,New York Style,Feast,Pepperoni Feast,1/6 of pizza (1 slice),140,370,160,18,9,0,50,860,32,2,2,21
Feast Pizzas - New York Style,XLarge,New York Style,Feast,Pepperoni Feast,1/6 of pizza (1 slice),193,510,220,25,12,0,65,1170,45,3,3,28
Feast Pizzas - New York Style,Medium,New York Style,Feast,Philly Steak,1/3 of pizza (2 slices),183,440,160,18,10,0.5,55,1010,48,2,3,22
Feast Pizzas - New York Style,Large,New York Style,Feast,Philly Steak,1/3 of pizza (2 slices),236,550,200,22,12,0.5,70,1270,61,3,4,27
Feast Pizzas - New York Style,XLarge,New York Style,Feast,Philly Steak,1/6 of pizza (1 slice),162,380,140,15,8,0,45,850,43,2,3,19
Feast Pizzas - New York Style,Medium,New York Style,Feast,6 Cheese,1/3 of pizza (2 slices),208,560,240,26,15,1,75,1200,50,3,3,31
Feast Pizzas - New York Style,Large,New York Style,Feast,6 Cheese,1/6 of pizza (1 slice),136,360,150,17,10,0.5,50,790,32,2,2,20
Feast Pizzas - New York Style,XLarge,New York Style,Feast,6 Cheese,1/6 of pizza (1 slice),187,500,210,23,13,0.5,65,1060,45,3,3,27
Feast Pizzas - New York Style,Medium,New York Style,Feast,Spinach & Feta,1/3 of pizza (2 slices),221,610,280,31,18,1,90,1280,49,2,2,33
Feast Pizzas - New York Style,Large,New York Style,Feast,Spinach & Feta,1/6 of pizza (1 slice),146,400,180,20,12,0.5,60,850,31,1,2,22
Feast Pizzas - New York Style,XLarge,New York Style,Feast,Spinach & Feta,1/6 of pizza (1 slice),198,540,240,27,16,1,80,1120,44,2,2,30
Feast Pizzas - New York Style,Medium,New York Style,Feast,Veggie,1/3 of pizza (2 slices),221,420,130,15,7,0,30,780,51,4,5,21
Feast Pizzas - New York Style,Large,New York Style,Feast,Veggie,1/6 of pizza (1 slice),148,280,90,10,5,0,25,540,33,3,3,14
Feast Pizzas - New York Style,XLarge,New York Style,Feast,Veggie,1/6 of pizza (1 slice),200,380,120,13,6,0,30,720,47,4,4,19
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,BBQ Chicken Bacon,1/4 of pizza (2 slices),245,720,330,36,20,0.5,80,1280,63,3,9,36
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Buffalo Chicken,1/4 of pizza (2 slices),235,710,350,39,23,1,90,1360,57,3,3,34
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Canadian,1/4 of pizza (2 slices),253,730,350,39,21,0.5,75,1320,59,3,4,37
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Chicken Bacon Alfredo,1/4 of pizza (2 slices),264,790,390,43,25,1,100,1250,58,3,3,40
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Chicken Bacon Ranch,1/4 of pizza (2 slices),254,800,420,47,22,1,80,1260,57,3,3,36
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Deluxe,1/4 of pizza (2 slices),248,670,310,35,19,0.5,60,1160,59,4,4,31
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,ExtravaganZZa,1/8 of pizza (1 slice),147,390,190,22,11,0,45,800,30,2,2,19
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Hawaiian,1/4 of pizza (2 slices),258,680,300,33,19,0.5,65,1190,61,3,6,34
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,MeatZZa,1/4 of pizza (2 slices),266,770,380,42,23,1,90,1540,59,3,3,38
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Pacific Veggie,1/8 of pizza (1 slice),140,350,160,18,10,0,35,580,30,2,2,17
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Pepperoni Feast,1/4 of pizza (2 slices),241,720,350,39,21,0.5,75,1280,58,3,3,35
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Philly Cheese Steak,1/4 of pizza (2 slices),221,630,290,33,19,0.5,65,1090,57,3,3,28
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,6 Cheese,1/4 of pizza (2 slices),240,720,350,39,23,1,80,1230,58,3,3,35
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Spinach & Feta,1/4 of pizza (2 slices),250,760,380,42,25,1,90,1290,57,3,2,37
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Veggie,1/4 of pizza (2 slices),249,620,270,30,17,0.5,45,920,59,4,4,28
Feast Pizzas - Parmesan Stuffed Crust,Medium,Parmesan Stuffed Crust,Feast,Donair Pizza*,1/8 of pizza (1 slice),156,430,200,23,11,0.5,45,780,38,2,6,19
Specialty Pizzas,Small,Gluten Free,Specialty,Domino's 6 Cheese,1/2 of pizza (2 slices),211,510,190,21,12,0.5,65,1020,53,3,8,22
Specialty Pizzas,Small,Crunchy Thin,Specialty,Domino's 6 Cheese,1/2 of pizza,178,480,240,27,13,0.5,65,830,35,3,2,24
Specialty Pizzas,Medium,Crunchy Thin,Specialty,Domino's 6 Cheese,1/3 of pizza,188,530,270,30,15,1,75,880,36,3,2,27
Specialty Pizzas,Large,Crunchy Thin,Specialty,Domino's 6 Cheese,1/4 of pizza,191,530,270,30,15,1,70,890,37,3,2,26
Specialty Pizzas,Large,New York Style,Specialty,Domino's 6 Cheese,1/3 of pizza (2 slices),257,670,290,32,19,1.5,95,1400,58,5,5,38
Specialty Pizzas,XLarge,New York Style,Specialty,Domino's 6 Cheese,1/6 of pizza (1 slice),169,440,190,21,12,1,65,910,37,3,3,25
Specialty Pizzas,Medium,Pan,Specialty,Domino's 6 Cheese,1/4 of pizza (2 slices),219,680,320,35,20,1.5,70,1000,58,3,3,30
Specialty Pizzas,Small,Gluten Free,Specialty,Buffalo Chicken,1/3 of pizza (2 slices),150,360,140,15,9,0.5,55,1120,35,1,5,17
Specialty Pizzas,Small,Crunchy Thin,Specialty,Buffalo Chicken,1/2 of pizza,192,510,260,29,14,1,80,1480,35,2,2,27
Specialty Pizzas,Medium,Crunchy Thin,Specialty,Buffalo Chicken,1/3 of pizza,191,530,270,30,15,1,85,1350,35,2,2,28
Specialty Pizzas,Large,Crunchy Thin,Specialty,Buffalo Chicken,1/4 of pizza,189,520,260,29,14,1,80,1310,36,2,2,27
Specialty Pizzas,Large,New York Style,Specialty,Buffalo Chicken,1/3 of pizza (2 slices),256,660,280,31,17,1.5,105,1960,56,3,4,39
Specialty Pizzas,XLarge,New York Style,Specialty,Buffalo Chicken,1/6 of pizza (1 slice),166,430,180,20,11,1,70,1280,36,2,3,25
Specialty Pizzas,Medium,Pan,Specialty,Buffalo Chicken,1/4 of pizza (2 slices),215,640,290,32,18,1.5,65,1300,58,3,3,28
Sides & Other,,,Bread,Breadsticks,2 pieces,49,170,70,8,1.5,0,0,180,20,1,1,4
Sides & Other,,,Bread,Cheesy Bread,2 pieces,63,220,110,12,4,0,15,280,21,1,1,7
Sides & Other,,,Bread,Cinna Stix,2 pieces,62,210,80,9,2,0,0,160,28,1,5,4
Sides & Other,,,Bread,Cinna Bites (16pc order),4 pieces,69,240,90,10,4,0,0,160,33,1,8,5
Sides & Other,,,Bread,Cinna Bites (32pc order),4 pieces,69,240,90,10,4,0,0,160,33,1,8,5
Sides & Other,,,Bread,10" Cheesy Garlic Fingers,2 pieces,48,140,50,5,2,0,10,200,17,1,1,6
Sides & Other,,,Bread,12" Cheesy Garlic Fingers,2 pieces,65,190,70,8,3.5,0,10,290,21,1,1,8
Sides & Other,,,Bread,14" Cheesy Garlic Fingers,2 pieces,62,180,70,8,3,0,10,280,20,1,1,8
Sides & Other,,,Bread,16" Cheesy Garlic Fingers,2 pieces,82,240,90,10,4,0,15,370,27,1,1,10
Sides & Other,,,Bread,10" Bacon Garlic Fingers,2 pieces,53,160,60,7,2.5,0,15,300,17,1,1,8
Sides & Other,,,Bread,12" Bacon Garlic Fingers,2 pieces,72,220,90,10,4,0,20,420,21,1,1,11
Sides & Other,,,Bread,14" Bacon Garlic Fingers,2 pieces,69,210,90,10,4,0,20,410,21,1,1,10
Sides & Other,,,Bread,16" Bacon Garlic Fingers,2 pieces,92,290,120,13,5,0,25,560,27,1,1,14
Sides & Other,,,Bread,Stuffed Cheesy Bread,1 piece,50,160,60,7,3,0,15,230,15,1,1,7
Sides & Other,,,Bread,Bacon & Jalapeño Stuffed Cheesy Bread,1 piece,53,160,70,8,3.5,0,15,320,15,1,1,8
Sides & Other,,,Bread,Pepperoni Stuffed Cheesy Bread,1 piece,52,170,70,8,3.5,0,15,300,15,1,1,8
Sides & Other,,,Bread,Philly Steak Stuffed Cheesy Bread,1 piece,56,160,70,7,3.5,0,15,300,16,1,1,7
Sides & Other,,,Bread,Spinach & Feta Stuffed Cheesy Bread,1 piece,52,160,70,7,3.5,0,15,260,15,1,1,7
Sides & Other,,,Chicken,Boneless Chicken,2 pieces,50,90,25,3,0,0,20,450,8,1,0,9
Sides & Other,,,Chicken,BBQ Wings,2 pieces,45,90,45,5,1.5,0,35,390,4,0,3,7
Sides & Other,,,Chicken,Hot Wings,2 pieces,56,90,45,5,1.5,0,35,770,4,0,3,7
Sides & Other,,,Chicken,Honey Garlic Wings,2 pieces,56,120,45,5,1.5,0,35,410,11,0,7,7
Sides & Other,,,Chicken,Specialty Chicken - Classic Hot Buffalo,4 pieces,85,170,80,9,3,0,35,1090,9,1,1,13
Sides & Other,,,Chicken,Specialty Chicken - Crispy Bacon & Tomato,4 pieces,90,230,140,15,4.5,0,45,810,10,1,1,15
Sides & Other,,,Chicken,Specialty Chicken - Spicy Jalapeño & Pineapple,4 pieces,90,170,60,7,3,0,30,650,16,1,7,12
Sides & Other,,,Chicken,Specialty Chicken - Sweet BBQ Bacon,4 pieces,86,190,80,9,3.5,0,40,860,14,1,5,15
Sides & Other,,,Chicken,Specialty Chicken - Chicken Parm,4 pieces,82,150,60,6,2.5,0,30,700,10,1,2,13
Sides & Other,,,Pasta,Chicken Alfredo,1 dish,326,570,220,24,14,0.5,100,950,58,3,4,25
Sides & Other,,,Pasta,Chicken Carbonara,1 dish,369,640,250,28,16,0.5,115,1200,61,3,5,30
Sides & Other,,,Pasta,Italian Sausage Marinara,1 dish,383,630,240,26,12,0,80,1780,67,5,11,30
Sides & Other,,,Pasta,Pasta Primavera,1 dish,360,520,200,23,14,0.5,65,750,61,4,6,15
Sides & Other,,,Pasta,Creamy 5-Cheese Penne,1 dish,360,820,420,47,29,1.5,145,1640,60,2,4,35
Sides & Other,,,Pasta,Hot Buffalo 5-Cheese Penne,1 dish,374,820,420,47,29,1.5,145,2140,60,3,4,35
Sides & Other,,,Other,Large French Fries,1/4 order,100,170,70,7,0.5,0,0,510,25,2,0,2
Sides & Other,,,Other,Family French Fries,1/6 order,108,180,70,8,0.5,0,0,550,27,2,0,3
Sides & Other,,,Other,Poutine,1/2 poutine,305,440,210,23,8,1,40,1760,45,3,1,14
Sides & Other,,,Other,Saputo Butter Cup,1 container,7,50,45,5,4,0,15,45,0,0,0,0
Sides & Other,,,Dessert,Chocolate Lava Crunch Cake,1 cake,85,350,160,17,10,0,60,180,47,1,30,4
Sides & Other,,,Dessert,Marbled Cookie Brownie,1 brownie,42,200,90,10,4.5,0,20,120,25,1,18,2
